,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P_FGA%,0-3_FGA%,3-10_FGA%,10-16_FGA%,16-3P_FGA%,3P_FGA%,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,2P_FGast,3P_FGast,Dunks_%FGA,Dunks_#,Corner_%3PA,Corner_3P%,Heaves_Att.,Heaves_#,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
134,Svi Mykhailiuk,SF,21.5,TOT,49.0,852.5,0.3695,19.4,0.32999999999999996,0.16499999999999998,0.0755,0.03,0.0595,0.6699999999999999,0.379,0.513,0.1545,0.3095,0.3335,0.365,0.6174999999999999,0.9524999999999999,0.023,5.5,0.23249999999999998,0.39149999999999996,0,0,2019,1629004.0,Svi,Mykhailiuk,Svi Mykhailiuk,"Mykhailiuk, Svi",S. Mykhailiuk,svi-mykhailiuk,1997-06-10T00:00:00,Kansas,Ukraine,Kansas/Ukraine,79.0,205.0,5.0,Guard-Forward,Active,Y,1610612738.0,sviatoslav_mykhailiuk,2018.0,2023.0,Y,Y,Y,2018,N,1,1,2,Yes
135,T.J. McConnell,PG,23.5,PHI,81.0,1869.5,0.4655,10.8,0.8505,0.27,0.2585,0.2075,0.115,0.1495,0.4955,0.5974999999999999,0.4425,0.48050000000000004,0.383,0.274,0.221,0.761,0.0,0.0,0.172,0.33,5,0,2016,204456.0,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,73.0,190.0,8.0,Guard,Active,Y,1610612754.0,t.j._mcconnell,2015.0,2023.0,N,Y,Y,2015,N,2,3,3,No
136,Taurean Prince,SF,22.5,ATL,70.5,1722.5,0.41300000000000003,13.65,0.5865,0.2975,0.136,0.095,0.0595,0.4135,0.452,0.5720000000000001,0.366,0.307,0.3025,0.35450000000000004,0.5055000000000001,0.8885000000000001,0.028,14.0,0.327,0.4105,1,0,2017,1627752.0,Taurean,Prince,Taurean Prince,"Prince, Taurean",T. Prince,taurean-prince,1994-03-22T00:00:00,Baylor,USA,Baylor/USA,78.0,218.0,7.0,Forward,Active,Y,1610612747.0,taurean_prince,2016.0,2023.0,Y,Y,Y,2016,N,1,2,3,Yes
137,Terance Mann,SF,23.5,LAC,54.0,812.5,0.48850000000000005,10.2,0.7435,0.369,0.2185,0.118,0.038,0.2565,0.5245,0.699,0.393,0.321,0.1665,0.384,0.42000000000000004,0.778,0.081,18.0,0.5605,0.35750000000000004,0,0,2020,1629611.0,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,77.0,215.0,4.0,Guard-Forward,Active,Y,1610612746.0,terance_mann,2019.0,2023.0,Y,Y,Y,2019,N,3,3,4,Yes
138,Terry Rozier,PG,21.5,BOS,56.5,787.0,0.3205,14.0,0.6545,0.2835,0.11599999999999999,0.112,0.143,0.34550000000000003,0.348,0.412,0.2215,0.291,0.3625,0.27,0.2955,0.9035,0.0035,1.5,0.2725,0.311,0,0,2016,1626179.0,Terry,Rozier,Terry Rozier,"Rozier, Terry",T. Rozier,terry-rozier,1994-03-17T00:00:00,Louisville,USA,Louisville/USA,73.0,190.0,8.0,Guard,Active,Y,1610612766.0,terry_rozier,2015.0,2023.0,Y,Y,Y,2015,N,1,1,2,Yes
139,Thon Maker,C,19.5,MIL,65.5,900.0,0.435,13.4,0.631,0.311,0.126,0.0795,0.11449999999999999,0.369,0.49050000000000005,0.5915,0.3405,0.33199999999999996,0.439,0.33799999999999997,0.786,1.0,0.1225,25.0,0.3745,0.352,0,0,2017,1627748.0,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00,Athlete Institute Prep,South Sudan,Athlete Institute Prep/South Sudan,84.0,221.0,5.0,Forward-Center,Inactive,N,0.0,thon_maker,2016.0,2020.0,Y,Y,Y,2016,N,3,3,4,Yes
140,Tim Hardaway Jr.,SG,21.5,NYK,75.5,1778.0,0.4085,17.2,0.4925,0.1975,0.0735,0.068,0.1535,0.5075000000000001,0.4665,0.6425000000000001,0.21550000000000002,0.32199999999999995,0.4145,0.35250000000000004,0.528,0.881,0.03,20.0,0.2565,0.318,2,0,2014,203501.0,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,77.0,205.0,10.0,Guard-Forward,Active,Y,1610612742.0,tim_hardaway_jr,2013.0,2023.0,Y,Y,Y,2013,N,3,3,4,Yes
141,Tony Bradley,C,20.5,UTA,6.0,32.5,0.3865,6.2,0.9545,0.4805,0.216,0.2135,0.0455,0.0455,0.4,0.6515,0.125,0.125,0.0,0.0,0.646,0.0,0.0315,0.5,0.0,0.0,0,0,2018,1628396.0,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,83.0,248.0,7.0,Center-Forward,Inactive,N,0.0,tony_bradley,2017.0,2022.0,Y,Y,Y,2017,N,3,3,4,Yes
142,Tony Snell,SG,22.5,CHI,74.5,1321.5,0.4065,16.95,0.4695,0.186,0.1225,0.036000000000000004,0.1255,0.5305,0.475,0.609,0.34750000000000003,0.315,0.41400000000000003,0.34550000000000003,0.552,0.966,0.036,11.5,0.27349999999999997,0.3625,0,0,2014,203503.0,Tony,Snell,Tony Snell,"Snell, Tony",T. Snell,tony-snell,1991-11-10T00:00:00,New Mexico,USA,New Mexico/USA,78.0,213.0,10.0,Guard,Inactive,N,1610612740.0,tony_snell,2013.0,2021.0,Y,Y,Y,2013,N,1,3,4,Yes
143,Trae Young,PG,20.5,ATL,70.5,2311.5,0.4275,15.850000000000001,0.5805,0.224,0.155,0.146,0.0565,0.4195,0.489,0.579,0.4355,0.4575,0.3645,0.3425,0.186,0.3605,0.0,0.0,0.035,0.484,1,0,2019,1629027.0,Trae,Young,Trae Young,"Young, Trae",T. Young,trae-young,1998-09-19T00:00:00,Oklahoma,USA,Oklahoma/USA,73.0,164.0,5.0,Guard,Active,Y,1610612737.0,trae_young,2018.0,2023.0,N,Y,Y,2018,N,1,2,2,No
144,Trey Burke,PG,21.5,UTA,73.0,2275.0,0.374,16.4,0.6185,0.1475,0.14,0.09,0.2415,0.3815,0.405,0.502,0.324,0.365,0.40900000000000003,0.324,0.2405,0.871,0.0005,0.5,0.15,0.41200000000000003,3,0,2014,203504.0,Trey,Burke,Trey Burke,"Burke, Trey",T. Burke,trey-burke,1992-11-12T00:00:00,Michigan,USA,Michigan/USA,72.0,185.0,10.0,Guard,Inactive,N,1610612742.0,trey_burke,2013.0,2021.0,Y,Y,Y,2013,N,1,1,1,No
145,Trey Lyles,PF,20.5,UTA,75.5,1270.0,0.4,14.2,0.6205,0.209,0.1805,0.10300000000000001,0.129,0.3795,0.4305,0.5555,0.36050000000000004,0.352,0.3845,0.351,0.4945,0.9564999999999999,0.03,12.0,0.42300000000000004,0.402,1,0,2016,1626168.0,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,81.0,234.0,8.0,Forward,Active,Y,1610612758.0,trey_lyles,2015.0,2023.0,N,Y,Y,2015,N,2,2,4,Yes
146,Ty Jerome,SG,22.5,PHO,32.0,558.0,0.391,17.5,0.48650000000000004,0.096,0.228,0.1185,0.043,0.5135,0.43,0.5900000000000001,0.40800000000000003,0.4165,0.24150000000000002,0.35150000000000003,0.239,0.837,0.0,0.0,0.1875,0.36750000000000005,1,0,2020,1629660.0,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,77.0,195.0,4.0,Guard-Forward,Active,Y,1610612739.0,ty_jerome,2019.0,2023.0,Y,Y,Y,2019,N,1,2,3,Yes
147,Tyler Ennis,PG,20.5,TOT,39.5,532.5,0.405,11.4,0.746,0.34299999999999997,0.16249999999999998,0.1385,0.10250000000000001,0.254,0.438,0.509,0.32099999999999995,0.474,0.339,0.30600000000000005,0.3315,0.8335,0.007,1.0,0.20600000000000002,0.507,0,0,2015,203898.0,Tyler,Ennis,Tyler Ennis,"Ennis, Tyler",T. Ennis,tyler-ennis,1994-08-24T00:00:00,Syracuse,Canada,Syracuse/Canada,75.0,194.0,4.0,Guard,Inactive,N,1610612747.0,tyler_ennis,2014.0,2017.0,Y,Y,Y,2014,N,1,2,2,No
148,Tyler Herro,SG,20.5,MIA,54.5,1571.5,0.4335,17.25,0.5515,0.14250000000000002,0.133,0.1125,0.16349999999999998,0.4485,0.48,0.6255,0.444,0.4165,0.421,0.3745,0.46699999999999997,0.7565,0.008,5.0,0.14450000000000002,0.465,2,0,2020,1629639.0,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,77.0,195.0,4.0,Guard,Active,Y,1610612748.0,tyler_herro,2019.0,2023.0,N,Y,Y,2019,N,2,3,3,No
149,Tyrone Wallace,PG,23.5,LAC,46.0,739.5,0.4345,7.8,0.875,0.3325,0.3725,0.14400000000000002,0.026000000000000002,0.125,0.4635,0.6055,0.363,0.39949999999999997,0.4145,0.23049999999999998,0.5625,1.0,0.0195,4.5,0.48550000000000004,0.3695,1,0,2018,1627820.0,Tyrone,Wallace,Tyrone Wallace,"Wallace, Tyrone",T. Wallace,tyrone-wallace,1994-06-10T00:00:00,California,USA,California/USA,77.0,198.0,4.0,Guard,Inactive,N,0.0,tyrone_wallace,2017.0,2021.0,Y,Y,Y,2016,N,3,3,3,No
150,Tyus Jones,PG,19.5,MIN,48.5,673.5,0.38649999999999995,14.2,0.6285000000000001,0.216,0.201,0.092,0.119,0.37150000000000005,0.42100000000000004,0.534,0.4205,0.35,0.275,0.32899999999999996,0.311,0.755,0.0,0.0,0.252,0.32399999999999995,0,0,2016,1626145.0,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,73.0,196.0,8.0,Guard,Active,Y,1610612764.0,tyus_jones,2015.0,2023.0,Y,Y,Y,2015,N,1,1,3,Yes
151,Victor Oladipo,PG,21.5,ORL,76.0,2530.0,0.4275,11.600000000000001,0.7655000000000001,0.406,0.098,0.0785,0.183,0.2345,0.456,0.5605,0.2545,0.36750000000000005,0.3675,0.333,0.276,0.728,0.044,41.5,0.158,0.322,4,0,2014,203506.0,Victor,Oladipo,Victor Oladipo,"Oladipo, Victor",V. Oladipo,victor-oladipo,1992-05-04T00:00:00,Indiana,USA,Indiana/USA,75.0,213.0,10.0,Guard,Active,N,1610612745.0,victor_oladipo,2013.0,2023.0,N,Y,Y,2013,N,1,2,2,No
152,Wendell Carter Jr.,C,19.5,CHI,43.5,1183.0,0.5095000000000001,7.2,0.9145000000000001,0.4875,0.211,0.14100000000000001,0.0745,0.08549999999999999,0.5385,0.6805,0.353,0.446,0.313,0.1975,0.7355,1.0,0.18,58.0,0.41000000000000003,0.1605,0,0,2019,1628976.0,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,82.0,270.0,5.0,Center-Forward,Active,Y,1610612753.0,wendell_carter_jr,2018.0,2023.0,N,Y,Y,2018,N,3,3,4,Yes
153,Wes Iwundu,SF,23.5,ORL,65.0,1126.5,0.4195,11.3,0.7505,0.35750000000000004,0.1555,0.10250000000000001,0.135,0.2495,0.4595,0.604,0.318,0.3605,0.3105,0.2815,0.536,1.0,0.062,14.0,0.4445,0.2455,0,0,2018,1628411.0,Wes,Iwundu,Wes Iwundu,"Iwundu, Wes",W. Iwundu,wes-iwundu,1994-12-20T00:00:00,Kansas State,USA,Kansas State/USA,78.0,195.0,6.0,Forward,Inactive,N,0.0,wes_iwundu,2017.0,2021.0,Y,Y,Y,2017,N,2,2,2,No
154,Zach Collins,C,20.5,POR,71.5,1200.5,0.4355,12.15,0.6535,0.347,0.1525,0.0945,0.0615,0.347,0.49450000000000005,0.633,0.41300000000000003,0.28300000000000003,0.1815,0.3205,0.6505000000000001,0.948,0.0695,20.5,0.1915,0.3335,1,0,2018,1628380.0,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,83.0,250.0,5.0,Forward-Center,Active,Y,1610612759.0,zach_collins,2017.0,2023.0,Y,Y,Y,2017,N,2,2,4,Yes
