,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
138,Sterling Brown,SG,22.5,MIL,56.0,905.0,10.0,0.5329999999999999,0.4575,0.126,3.55,15.95,9.9,7.6,1.55,1.0499999999999998,11.3,14.6,0.35,1.0499999999999998,1.4,0.07050000000000001,-2.3,0.04999999999999999,-2.3,-0.05,2018,1628425.0,Sterling,Brown,Sterling Brown,"Brown, Sterling",S. Brown,sterling-brown,1995-02-10T00:00:00,Southern Methodist,USA,Southern Methodist/USA,77.0,219.0,6.0,Guard-Forward,Inactive,N,0.0,sterling_brown,2017.0,2022.0,Y,Y,Y,2017,N,2,3,4,Yes
139,Svi Mykhailiuk,SF,21.5,TOT,49.0,852.5,8.6,0.5125,0.6699999999999999,0.15799999999999997,1.85,7.050000000000001,4.45,11.600000000000001,1.55,0.25,12.350000000000001,16.55,0.3,0.44999999999999996,0.75,0.024,-2.3,-1.15,-3.45,-0.15,2019,1629004.0,Svi,Mykhailiuk,Svi Mykhailiuk,"Mykhailiuk, Svi",S. Mykhailiuk,svi-mykhailiuk,1997-06-10T00:00:00,Kansas,Ukraine,Kansas/Ukraine,79.0,205.0,5.0,Guard-Forward,Active,Y,1610612738.0,sviatoslav_mykhailiuk,2018.0,2023.0,Y,Y,Y,2018,N,1,1,2,Yes
140,T.J. Leaf,PF,20.5,IND,55.5,490.5,13.799999999999999,0.5585,0.239,0.14350000000000002,8.25,15.05,11.7,4.85,0.65,2.0,6.15,16.2,0.7,0.5,1.2000000000000002,0.11499999999999999,-0.5499999999999999,-1.15,-1.7,0.05,2018,1628388.0,T.J.,Leaf,T.J. Leaf,"Leaf, T.J.",T. Leaf,tj-leaf,1997-04-30T00:00:00,UCLA,USA,UCLA/USA,82.0,222.0,5.0,Forward,Inactive,N,1610612754.0,tj_leaf,2017.0,2020.0,Y,Y,Y,2017,N,1,2,4,Yes
141,T.J. Warren,SF,21.5,PHO,43.5,842.0,14.85,0.55,0.1285,0.11699999999999999,6.5,8.600000000000001,7.55,6.9,1.6,1.15,8.600000000000001,18.85,1.2,0.5,1.6500000000000001,0.093,-0.04999999999999999,-0.65,-0.7,0.30000000000000004,2015,203933.0,T.J.,Warren,T.J. Warren,"Warren, T.J.",T. Warren,tj-warren,1993-09-05T00:00:00,North Carolina State,USA,North Carolina State/USA,80.0,220.0,9.0,Forward,Inactive,N,1610612756.0,tj_warren,2014.0,2022.0,Y,Y,Y,2014,N,2,2,2,No
142,Terrance Ferguson,SG,19.5,OKC,67.5,1347.0,6.9,0.5555,0.6915,0.0885,2.2,5.1,3.5999999999999996,4.1,1.3,0.95,7.7,10.5,0.95,1.05,2.0,0.07350000000000001,-3.55,0.0,-3.55,-0.6,2018,1628390.0,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17T00:00:00,Adelaide,USA,Adelaide/USA,78.0,190.0,4.0,Guard,Inactive,N,0.0,terrance_ferguson,2017.0,2020.0,Y,Y,Y,2017,N,3,3,3,No
143,Terry Rozier,PG,21.5,BOS,56.5,787.0,7.95,0.396,0.34550000000000003,0.1275,5.85,14.9,10.4,15.85,1.35,0.5,12.2,17.4,-0.3,0.85,0.5499999999999999,0.0034999999999999996,-3.1500000000000004,-0.6499999999999999,-3.75,-0.04999999999999999,2016,1626179.0,Terry,Rozier,Terry Rozier,"Rozier, Terry",T. Rozier,terry-rozier,1994-03-17T00:00:00,Louisville,USA,Louisville/USA,73.0,190.0,8.0,Guard,Active,Y,1610612766.0,terry_rozier,2015.0,2023.0,Y,Y,Y,2015,N,1,3,4,Yes
144,Thomas Bryant,C,20.5,LAL,43.5,784.0,15.45,0.5575,0.3365,0.351,6.3,22.8,14.55,10.4,0.75,3.05,8.5,16.75,2.15,0.7000000000000001,2.8499999999999996,0.11399999999999999,-0.40000000000000013,-0.25,-0.6499999999999999,0.75,2018,1628418.0,Thomas,Bryant,Thomas Bryant,"Bryant, Thomas",T. Bryant,thomas-bryant,1997-07-31T00:00:00,Indiana,USA,Indiana/USA,82.0,248.0,6.0,Center-Forward,Active,Y,1610612748.0,thomas_bryant,2017.0,2023.0,Y,Y,Y,2017,N,2,2,2,No
145,Thon Maker,C,19.5,MIL,65.5,900.0,12.1,0.5285,0.369,0.2825,7.75,14.649999999999999,11.2,5.7,1.2,3.9,9.35,16.2,0.55,0.8,1.4,0.0845,-2.1500000000000004,-0.65,-2.75,-0.25,2017,1627748.0,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00,Athlete Institute Prep,South Sudan,Athlete Institute Prep/South Sudan,84.0,221.0,5.0,Forward-Center,Inactive,N,0.0,thon_maker,2016.0,2020.0,Y,Y,Y,2016,N,1,2,4,Yes
146,Tim Hardaway Jr.,SG,21.5,NYK,75.5,1778.0,12.399999999999999,0.533,0.5075000000000001,0.202,1.0,8.399999999999999,4.6,9.65,0.8999999999999999,0.5,7.7,21.700000000000003,1.75,0.2,1.9500000000000002,0.051500000000000004,0.1,-2.4,-2.3,-0.09999999999999999,2014,203501.0,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,77.0,205.0,10.0,Guard-Forward,Active,Y,1610612742.0,tim_hardaway_jr,2013.0,2023.0,Y,Y,Y,2013,N,1,1,3,Yes
147,Tony Bradley,C,20.5,UTA,6.0,32.5,14.55,0.4205,0.0455,0.1535,21.700000000000003,22.4,22.05,4.75,1.35,2.2,7.55,21.0,0.0,0.05,0.05,0.0815,-3.3,-3.45,-6.75,0.0,2018,1628396.0,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,83.0,248.0,7.0,Center-Forward,Inactive,N,0.0,tony_bradley,2017.0,2022.0,Y,Y,Y,2017,N,1,1,3,Yes
148,Tony Snell,SG,22.5,CHI,74.5,1321.5,9.1,0.5195000000000001,0.5305,0.135,2.15,10.25,6.25,7.949999999999999,1.25,0.75,10.95,14.5,0.5499999999999999,1.45,2.0,0.07250000000000001,-2.2,0.2,-2.0,0.0,2014,203503.0,Tony,Snell,Tony Snell,"Snell, Tony",T. Snell,tony-snell,1991-11-10T00:00:00,New Mexico,USA,New Mexico/USA,78.0,213.0,10.0,Guard,Inactive,N,1610612740.0,tony_snell,2013.0,2021.0,Y,Y,Y,2013,N,3,3,2,No
149,Trae Young,PG,20.5,ATL,70.5,2311.5,20.45,0.567,0.4195,0.389,2.1,10.85,6.4,43.05,1.35,0.4,16.9,31.65,3.9,0.6499999999999999,4.6,0.0975,4.25,-2.55,1.65,2.0,2019,1629027.0,Trae,Young,Trae Young,"Young, Trae",T. Young,trae-young,1998-09-19T00:00:00,Oklahoma,USA,Oklahoma/USA,73.0,164.0,5.0,Guard,Active,Y,1610612737.0,trae_young,2018.0,2023.0,N,Y,Y,2018,N,1,1,1,No
150,Trey Burke,PG,21.5,UTA,73.0,2275.0,12.6,0.46399999999999997,0.3815,0.135,1.7000000000000002,8.85,5.25,27.2,1.25,0.35,11.3,22.85,0.9,0.8,1.65,0.035,-0.05,-1.9500000000000002,-2.0,-0.05000000000000002,2014,203504.0,Trey,Burke,Trey Burke,"Burke, Trey",T. Burke,trey-burke,1992-11-12T00:00:00,Michigan,USA,Michigan/USA,72.0,185.0,10.0,Guard,Inactive,N,1610612742.0,trey_burke,2013.0,2021.0,Y,Y,Y,2013,N,1,1,1,No
151,Trey Lyles,PF,20.5,UTA,75.5,1270.0,10.75,0.49050000000000005,0.3795,0.184,4.95,19.15,12.149999999999999,8.3,1.1,1.25,12.0,19.799999999999997,-0.15000000000000002,1.65,1.5499999999999998,0.055,-1.9000000000000001,-0.1,-2.0,0.0,2016,1626168.0,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,81.0,234.0,8.0,Forward,Active,Y,1610612758.0,trey_lyles,2015.0,2023.0,N,Y,Y,2015,N,2,3,2,No
152,Troy Brown Jr.,SF,19.5,WAS,60.5,1256.0,12.399999999999999,0.5055000000000001,0.2915,0.21200000000000002,4.8,18.1,11.25,14.5,1.8,0.44999999999999996,10.45,17.15,0.75,0.8,1.5,0.052000000000000005,-1.25,-0.7,-1.9500000000000002,0.09999999999999999,2019,1628972.0,Troy,Brown Jr.,Troy Brown Jr.,"Brown Jr., Troy",T. Brown Jr.,troy-brown-jr,1999-07-28T00:00:00,Oregon,USA,Oregon/USA,79.0,215.0,5.0,Guard-Forward,Active,Y,1610612750.0,troy_brown_jr,2018.0,2023.0,Y,Y,Y,2018,N,2,2,2,No
153,Ty Jerome,SG,22.5,PHO,32.0,558.0,10.65,0.505,0.5135,0.13,1.7999999999999998,12.100000000000001,6.9,20.95,1.7000000000000002,0.75,13.25,18.35,0.30000000000000004,0.35,0.65,0.038,-1.9,-0.35000000000000003,-2.2,0.09999999999999999,2020,1629660.0,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,77.0,195.0,4.0,Guard-Forward,Active,Y,1610612739.0,ty_jerome,2019.0,2023.0,Y,Y,Y,2019,N,3,3,3,No
154,Tyler Ennis,PG,20.5,TOT,39.5,532.5,9.0,0.4605,0.254,0.11549999999999999,2.0999999999999996,9.2,5.699999999999999,24.6,2.05,0.55,20.4,18.85,-0.35000000000000003,0.4,0.05000000000000002,-0.005000000000000001,-3.5999999999999996,-0.65,-4.3,-0.30000000000000004,2015,203898.0,Tyler,Ennis,Tyler Ennis,"Ennis, Tyler",T. Ennis,tyler-ennis,1994-08-24T00:00:00,Syracuse,Canada,Syracuse/Canada,75.0,194.0,4.0,Guard,Inactive,N,1610612747.0,tyler_ennis,2014.0,2017.0,Y,Y,Y,2014,N,2,2,4,Yes
155,Tyler Herro,SG,20.5,MIA,54.5,1571.5,12.9,0.5465,0.4485,0.1625,1.5,15.8,8.850000000000001,15.35,1.1,0.8500000000000001,11.65,22.9,0.15000000000000002,1.4500000000000002,1.65,0.0495,-0.35,-1.1,-1.4500000000000002,0.2,2020,1629639.0,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,77.0,195.0,4.0,Guard,Active,Y,1610612748.0,tyler_herro,2019.0,2023.0,N,Y,Y,2019,N,1,1,2,Yes
156,Tyrone Wallace,PG,23.5,LAC,46.0,739.5,8.55,0.48350000000000004,0.125,0.2895,3.1,11.95,7.65,10.65,1.55,1.1,13.5,17.65,-0.30000000000000004,0.5,0.19999999999999998,0.009500000000000001,-4.35,-0.6000000000000001,-4.95,-0.5,2018,1627820.0,Tyrone,Wallace,Tyrone Wallace,"Wallace, Tyrone",T. Wallace,tyrone-wallace,1994-06-10T00:00:00,California,USA,California/USA,77.0,198.0,4.0,Guard,Inactive,N,0.0,tyrone_wallace,2017.0,2021.0,Y,Y,Y,2016,N,2,2,2,No
157,Tyus Jones,PG,19.5,MIN,48.5,673.5,12.5,0.48650000000000004,0.37150000000000005,0.244,1.45,8.35,4.9,27.85,2.9000000000000004,0.5,16.0,14.850000000000001,0.5,0.44999999999999996,0.9,0.0615,-1.25,0.09999999999999998,-1.0999999999999999,0.15000000000000002,2016,1626145.0,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,73.0,196.0,8.0,Guard,Active,Y,1610612764.0,tyus_jones,2015.0,2023.0,Y,Y,Y,2015,N,2,3,4,Yes
158,Victor Oladipo,PG,21.5,ORL,76.0,2530.0,14.75,0.5205,0.2345,0.3175,2.05,12.149999999999999,7.05,20.6,2.55,0.8999999999999999,16.75,24.799999999999997,0.050000000000000044,2.4,2.4,0.0455,-1.0,0.05000000000000002,-0.8999999999999999,0.7000000000000001,2014,203506.0,Victor,Oladipo,Victor Oladipo,"Oladipo, Victor",V. Oladipo,victor-oladipo,1992-05-04T00:00:00,Indiana,USA,Indiana/USA,75.0,213.0,10.0,Guard,Active,N,1610612745.0,victor_oladipo,2013.0,2023.0,N,Y,Y,2013,N,3,3,4,Yes
159,Wayne Selden,SG,22.5,TOT,24.5,464.0,9.350000000000001,0.538,0.4685,0.299,1.55,7.0,4.25,12.25,1.3,0.55,15.3,18.950000000000003,0.0,0.2,0.2,0.0195,-2.75,-1.6,-4.3,-0.2,2017,1627782.0,Wayne,Selden,Wayne Selden,"Selden, Wayne",W. Selden,wayne-selden,1994-09-30T00:00:00,Kansas,USA,Kansas/USA,76.0,232.0,4.0,Guard,Inactive,N,0.0,wayne_selden,2016.0,2021.0,Y,Y,Y,2016,N,1,1,1,No
160,Wendell Carter Jr.,C,19.5,CHI,43.5,1183.0,15.35,0.5655,0.08549999999999999,0.3725,10.0,23.200000000000003,16.4,8.35,1.2000000000000002,3.6,14.15,17.75,1.2,1.4,2.5999999999999996,0.10350000000000001,-2.1500000000000004,0.15,-2.0,0.0,2019,1628976.0,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,82.0,270.0,5.0,Center-Forward,Active,Y,1610612753.0,wendell_carter_jr,2018.0,2023.0,N,Y,Y,2018,N,3,3,3,No
161,Wes Iwundu,SF,23.5,ORL,65.0,1126.5,8.25,0.5055000000000001,0.2495,0.296,3.55,12.0,7.7,7.85,1.35,1.2,11.649999999999999,12.2,0.25,1.0499999999999998,1.2999999999999998,0.0525,-4.0,0.25,-3.75,-0.5,2018,1628411.0,Wes,Iwundu,Wes Iwundu,"Iwundu, Wes",W. Iwundu,wes-iwundu,1994-12-20T00:00:00,Kansas State,USA,Kansas State/USA,78.0,195.0,6.0,Forward,Inactive,N,0.0,wes_iwundu,2017.0,2021.0,Y,Y,Y,2017,N,3,3,3,No
162,Willie Cauley-Stein,C,22.5,SAC,70.5,1416.5,15.8,0.573,0.005,0.3415,8.65,18.5,13.65,6.6,1.75,3.3,10.85,16.45,1.9,1.45,3.3499999999999996,0.115,-1.0,0.15000000000000002,-0.9,0.35,2016,1626161.0,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,willie-cauley-stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,84.0,240.0,8.0,Center,Inactive,N,1610612745.0,willie_cauley-stein,2015.0,2022.0,Y,Y,Y,2015,N,3,3,4,Yes
163,Zach Collins,C,20.5,POR,71.5,1200.5,10.5,0.5185,0.347,0.22999999999999998,6.75,17.35,12.1,7.1,0.8500000000000001,3.15,15.2,16.0,0.35,1.4,1.75,0.067,-3.0,0.25,-2.75,-0.15,2018,1628380.0,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,83.0,250.0,5.0,Forward-Center,Active,Y,1610612759.0,zach_collins,2017.0,2023.0,Y,Y,Y,2017,N,3,3,4,Yes
164,Zach LaVine,PG,19.5,MIN,79.5,2098.0,12.8,0.5315000000000001,0.2885,0.2365,1.5,10.85,6.1,21.3,1.45,0.5,16.65,22.75,0.6,0.35,0.9500000000000001,0.018000000000000002,-1.0,-2.05,-3.05,-0.5,2015,203897.0,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,77.0,200.0,9.0,Guard,Active,Y,1610612741.0,zach_lavine,2014.0,2023.0,N,Y,Y,2014,N,1,1,1,No
